,video_name,video,t_maximum,r_maximum,p_maximum,p_wave_range,r_wave_range,t_wave_range,p_std,t_std,r_std,r_mean,p_mean,t_mean,HRV_ShanEn,HRV_HTI,HRV_ApEn,HRV_MFDFA_alpha1_Mean,HRV_SD2,HRV_HFn,HRV_CVI,HRV_Prc80NN,HRV_HF,HRV_Ca,HRV_MadNN,HRV_LFHF,HRV_SD1a,HRV_S,HRV_SD2a,HRV_Prc20NN,HRV_MedianNN,target
74,14,3,0.173117142,0.174831874,0.174093944,0.172817636,0.172990486,0.170610419,0.175239881,0.172872119,0.175059861,0.177364801,0.176403588,0.176459732,0.861774175,0.629113924,0.321489027,0.869792582,0.690385107,2.272231905,0.926367691,0.964255319,1.693918044,0.971222542,0.6875,0.421704622,0.673038224,0.478532017,0.682254706,0.990697674,0.976622024,2
75,15,4,0.363476077,0.365768016,0.365169599,0.360509645,0.360518167,0.357080004,0.36646054,0.363016015,0.366500916,0.368914953,0.36776708,0.367577352,0.982039773,0.81749232,0.752423247,1.316073297,1.268765865,1.017036791,1.043815465,1.037446809,1.652834625,1.025595051,1.166666667,1.287611577,1.121228768,1.527176596,1.306816847,1.028838339,1.026431718,5
76,0,5,0.448820602,0.444660278,0.444057102,0.442084102,0.442093541,0.445067267,0.44908583,0.45212985,0.449052102,0.44714433,0.445871589,0.452505943,0.965676921,0.72972973,0.861617767,1.707505441,1.157409807,1.141520216,1.020209607,1.026523041,1.061179759,0.952053379,1.243589744,0.797132651,1.069541947,1.220708746,1.119393201,1.015098492,1.022413118,1
77,6,6,0.319117949,0.320912422,0.319370326,0.315782406,0.316777373,0.313916429,0.32214851,0.319165714,0.322283142,0.324966414,0.323844867,0.323741138,0.917496414,1.004530744,0.396432825,0.731142207,1.009643656,1.456367863,1.003199488,1.024390244,0.932362116,1.070942622,1.05,0.533100019,1.139912219,1.034014796,1.032502138,1.025225225,1.020212766,6
78,17,7,0.317382562,0.315699036,0.315303467,0.313628919,0.31342702,0.314102696,0.315065701,0.315822783,0.315047337,0.316759996,0.315652378,0.319541479,0.881061653,0.737331729,0.373915168,0.96048595,0.990206795,1.190224209,0.990725264,0.96916996,1.214928654,1.044399738,1.0,0.904821996,0.900384573,0.910885914,1.02233248,0.967672414,0.969008264,3
79,1,8,0.152530168,0.154054402,0.153691625,0.152916536,0.152961555,0.150815839,0.156052532,0.153975131,0.15604664,0.153174253,0.152490942,0.152355904,0.860032165,0.613137454,0.350851301,0.421796468,1.174154039,2.521949632,1.053509882,1.012033712,12.94155172,0.823306472,0.777777778,0.13128368,1.75289089,2.392841739,0.94499625,1.04185022,1.023012552,4
80,5,9,0.418717212,0.4175315,0.416937934,0.411843144,0.411860763,0.411900777,0.410746827,0.41073675,0.410711411,0.420224486,0.418968049,0.42251912,0.906358886,0.556070775,0.776608614,1.032916607,0.894754643,0.95341517,0.98954101,0.994557367,1.774285772,1.262137407,0.90625,1.264727537,1.013051627,0.898012575,1.042241325,0.997886729,0.992857143,8
81,13,10,0.921501911,0.909677798,0.909457163,0.90935147,0.909456265,0.921140841,0.920975037,0.932755561,0.920982551,0.893941198,0.893502667,0.906152726,1.055968356,1.691729323,1.348816057,1.385183633,1.369216433,1.517471252,1.037104921,0.969432314,0.810533927,0.907341824,1.272727273,0.480409529,1.011030034,1.418914814,1.314828882,0.951276916,0.961883408,6
82,7,11,0.627097535,0.635708436,0.635133195,0.634926556,0.634902221,0.625132062,0.63166328,0.622410063,0.631540046,0.619352204,0.618211329,0.613032368,0.966984291,1.371428571,0.717899255,0.646722811,1.057140289,1.599647782,1.010576633,0.985539001,1.642658155,0.892541575,1.428571429,0.445748531,0.944194976,1.109997009,1.00374036,0.947142857,0.972670195,7
83,4,12,0.333524738,0.33595775,0.335368951,0.333207073,0.333286433,0.329784457,0.335092555,0.332052989,0.335105569,0.340253372,0.339163949,0.339278583,0.979092328,0.955703883,0.812354444,1.009213573,1.17875716,1.504015272,1.014989186,0.987931034,3.128391367,0.955954655,1.25,0.735505062,0.986415518,1.156150885,1.15373949,0.971428571,0.978699552,2
84,9,13,0.16450587,0.163479868,0.163162536,0.162074029,0.162037653,0.162423422,0.165343996,0.165696976,0.165319379,0.15971224,0.159048565,0.161315804,0.792693636,0.514150473,0.361672985,1.391271936,0.388950099,4.01568262,0.922770665,1.029333333,35.62592133,0.764643944,0.6,0.407927524,1.202302699,0.452407843,0.312830935,1.085,1.052816901,3
85,3,14,0.356283044,0.357587926,0.356711367,0.356935584,0.357242308,0.354866405,0.36017172,0.357641516,0.360183377,0.353838177,0.352669677,0.353445745,1.017035029,1.126373626,0.54969236,1.278585193,1.40165951,0.883233926,1.066591881,0.990789474,1.130501581,1.097240411,1.375,1.712673061,1.247203047,1.881265628,1.507012312,0.962441315,0.962669683,4
86,8,15,0.196973551,0.19681371,0.196315629,0.195647034,0.195723286,0.195140791,0.201973238,0.201235949,0.20197057,0.198020421,0.197210937,0.198674639,0.941474167,0.890016103,0.483094341,1.148827498,1.152946585,1.108153018,1.020747491,0.969198312,2.714482889,1.03803668,1.285714286,1.202271385,1.098294754,1.228036647,1.174179472,0.947031963,0.956140351,5
87,11,16,0.308390226,0.311663538,0.311094588,0.307548215,0.307497079,0.303213722,0.309637223,0.305315813,0.309616337,0.314817961,0.313762013,0.312446619,0.808031736,0.630060606,0.582520365,0.850696146,0.580944215,3.654295401,0.930914635,0.990443093,13.31056372,1.114856923,0.5625,0.150545802,0.940322297,0.510355851,0.606828493,1.020862523,0.995475113,1
88,16,17,0.237608928,0.236405828,0.235986857,0.23504644,0.235009674,0.235367717,0.239372713,0.239836371,0.239371631,0.234021875,0.233109005,0.236140964,0.922832823,0.80567689,0.652418259,0.918873563,1.333159562,1.164433762,0.984698172,0.924901186,0.840806112,0.856007956,0.833333333,0.993039587,0.630321378,0.850138595,1.2149218,0.924242424,0.935950413,8
89,12,18,0.327993412,0.325208979,0.324711132,0.322827732,0.322803491,0.324576983,0.329975177,0.331690112,0.329949035,0.326121552,0.325074926,0.329829065,0.901623065,0.707759246,0.556194735,0.608411022,0.927959924,2.116722626,1.015106724,1.048192771,3.4892296,1.30834237,0.9375,0.273275348,1.247614496,1.165533175,1.102575972,1.05,1.041841004,0
90,10,1,0.303438973,0.305993007,0.305465763,0.303884688,0.303830964,0.300454185,0.298042323,0.294438529,0.298076054,0.310657651,0.30928724,0.308456557,0.845168529,0.524671053,0.62741605,1.211956102,0.547440135,1.822303597,0.952704678,1.003809524,18.18573682,1.152508592,0.529411765,0.461467969,1.086172027,0.603683172,0.598573803,1.122619048,1.052083333,7
91,2,2,0.463460345,0.465216677,0.465136781,0.461142544,0.460032528,0.457244567,0.462384862,0.459192013,0.462250173,0.474028657,0.472778403,0.472942733,0.954818616,0.583071279,0.535102575,0.534924086,1.090461275,1.315075088,1.008723662,0.987443946,1.811866045,0.753593539,1.090909091,0.719258432,1.0515647,1.100698858,0.924778668,0.951794872,0.995192308,0
92,14,3,0.172865566,0.17439575,0.173905702,0.173633334,0.17377793,0.171656879,0.176780568,0.174610487,0.176849889,0.175047773,0.174145626,0.173910648,0.906095793,0.748610175,0.433171398,1.246330802,1.084835489,1.781630988,1.022554621,0.978378378,3.152423044,1.082952698,1.222222222,0.518627426,1.202865227,1.270700078,1.134679263,0.977194353,0.976303318,2
93,15,4,0.364513602,0.366731884,0.366209267,0.363037858,0.362799853,0.359563414,0.368335333,0.365526298,0.368551446,0.370319238,0.368968082,0.369085508,0.925609756,0.822478992,0.812334437,0.88099512,1.392564658,2.412501355,1.086229954,1.04266055,4.400880819,0.899452145,0.880514706,0.460025616,1.309847269,2.408548034,1.347391863,1.021428571,1.015645273,5
94,0,5,0.447850368,0.446834293,0.446280513,0.440411507,0.446159639,0.44617724,0.439347691,0.445964683,0.445911643,0.443671726,0.448308982,0.445687808,0.963714767,1.100087108,0.617275774,0.890122925,1.326312603,2.081792578,1.045283699,1.002702703,3.177672913,1.051120827,1.166666667,0.34782561,1.071266056,1.604289993,1.376173405,1.008121827,0.990566038,1
95,6,6,0.316600599,0.319458597,0.318857891,0.31672141,0.315245185,0.311458097,0.319257681,0.314385944,0.317838516,0.318357706,0.315544712,0.316782728,0.899484149,0.922270742,0.459196149,0.609489944,0.882765519,2.763604222,1.02115922,1.085894236,6.012391247,0.944738242,0.925,0.206617542,1.470466629,1.254671989,0.861784996,1.105527638,1.095794393,6
96,17,7,0.316000154,0.3156271,0.314888968,0.313216479,0.313352493,0.312781523,0.316925316,0.316444975,0.317235966,0.314179053,0.312964088,0.315186299,0.963771929,1.32300885,0.444023684,0.992407158,1.181869494,1.209020077,1.038850289,0.985775862,2.039390607,1.071036324,1.25,0.916729825,1.374349116,1.524605563,1.221657955,0.960098522,0.972477064,3
97,1,8,0.15350618,0.152950812,0.152621485,0.151620241,0.151603644,0.151598219,0.157389739,0.157353084,0.157344279,0.152073235,0.151250612,0.153172041,0.873886651,0.674952032,0.500042137,1.116336309,0.963546723,3.003779917,1.067963884,1.16080402,39.51155296,0.982175443,1.0,0.340954226,1.900433455,2.045693417,0.977151972,1.194610778,1.165775401,4
98,5,9,0.415428871,0.419530204,0.417833758,0.414924288,0.415933529,0.41103236,0.418819583,0.413480093,0.418956195,0.417002743,0.415296784,0.413064615,0.902007513,0.69522036,0.373473193,0.923423697,0.634561661,1.992862164,0.967064129,1.046543779,5.122725225,1.013612303,0.916666667,0.176239403,1.248298215,0.705442584,0.607382987,1.081958763,1.052631579,8
99,13,10,0.904322446,0.90658106,0.905199134,0.89812259,0.905633516,0.903471286,0.887631543,0.893248077,0.893861476,0.922044796,0.927289688,0.922104159,1.058411034,1.683529412,1.419733646,1.665265854,1.79559079,1.69329671,1.088563149,0.986130806,1.921995826,1.290990904,1.6875,0.478749437,1.099864541,2.46700888,2.141542891,0.925485411,0.96,6
100,7,11,0.631997018,0.628403844,0.628570275,0.629638013,0.628792858,0.631325281,0.635917908,0.638303344,0.635849862,0.629392672,0.628394741,0.633504021,0.967529534,0.937263794,0.983395113,1.178257133,1.335612422,2.057425064,1.041451218,1.052309929,1.521462053,1.016852122,1.116883117,0.37922291,1.103650952,1.569376154,1.347998283,0.955,0.957088745,7
101,4,12,0.333964302,0.337575548,0.337062571,0.335587358,0.335514426,0.330985609,0.340696357,0.336384294,0.340700235,0.34052187,0.339502722,0.337925033,0.845427053,0.445747801,0.705988997,1.109221344,0.546430924,3.71347882,0.915980466,0.932539683,8.036953436,0.944519902,0.65530303,0.146762831,1.003158508,0.400150544,0.503767755,0.984272197,0.949656663,2
102,9,13,0.164085569,0.164689815,0.164365616,0.164144647,0.164177912,0.163033811,0.168208404,0.167262112,0.168207951,0.163482103,0.162858352,0.163549624,0.825983815,0.680634921,0.661693164,1.458368797,0.625385127,6.591338371,0.933531169,1.029009116,5.318918281,0.825759369,0.625,0.092582382,0.923094984,0.482981125,0.561730407,1.0975,1.043785311,3
103,3,14,0.357166794,0.358434983,0.357736133,0.354967529,0.355173847,0.353108428,0.356092658,0.353213155,0.356151878,0.360727365,0.359582738,0.359345957,0.895104428,0.958962264,0.595772185,1.116524943,1.059539998,2.388810238,1.03036405,1.006666667,3.79608847,1.073659452,1.176470588,0.369079939,1.39135937,1.414205669,1.114010196,0.971143174,0.997572816,4
104,8,15,0.195219554,0.197668209,0.197043793,0.19624636,0.196204508,0.193187325,0.201984614,0.199329149,0.20192582,0.199822001,0.198935127,0.198308349,0.919124462,0.645476773,0.433308144,1.483490796,1.702901269,2.332861875,1.14120124,1.155777103,2.929760867,0.99937031,1.941176471,0.359819063,3.274727973,4.753834798,1.69099366,0.949589683,1.005154639,5
105,11,16,0.311238063,0.31050981,0.310105827,0.310114197,0.309985879,0.309824212,0.311346005,0.311117204,0.311230377,0.313941426,0.312818493,0.315337504,0.903255418,0.941269841,0.64138844,0.821686127,0.946984347,1.838699559,1.004720746,0.941308244,4.776879292,0.975192059,0.905982906,0.537430457,1.394159048,1.112852888,0.922367206,0.940996063,0.897960478,1
106,16,17,0.238267415,0.237559591,0.237202358,0.234395237,0.234328061,0.234338001,0.233616056,0.233612299,0.233642543,0.240528799,0.239740055,0.241806739,0.921871055,0.8765625,0.480793422,0.951318016,1.462064093,0.584037246,1.050884443,0.919090909,0.619260278,1.045526898,1.111111111,2.028670397,1.09021395,1.743266621,1.492205336,0.836363636,0.854014599,8
107,12,18,0.325239452,0.327931433,0.32752879,0.326536637,0.325731284,0.322102656,0.325304021,0.3222618,0.325522188,0.321346662,0.319945338,0.319845913,0.797891249,0.710758022,0.482554999,1.176208794,0.564073461,1.745027516,0.935295405,1.0377392,5.142043166,1.042541151,0.770833333,0.503001346,0.926787715,0.492659828,0.580074874,1.096111291,1.048578199,0
108,10,1,0.302458406,0.301407315,0.300855256,0.296929443,0.296902686,0.297019274,0.299173999,0.299173722,0.299161719,0.307266513,0.306174889,0.309077549,0.876563619,0.715151515,0.352248403,0.549945979,0.770446204,1.306498877,0.97952393,0.989250467,3.097027227,1.137511671,0.801282051,0.654914774,1.022201565,0.799746492,0.851679932,1.003740654,0.996078431,7
109,2,2,0.46818216,0.463144669,0.462495695,0.46062425,0.460653081,0.464575986,0.466515336,0.470157076,0.466508982,0.478506094,0.477291339,0.484302207,0.949339337,0.70956016,0.810437357,0.6803343,1.919467132,1.277608862,1.055952009,0.974144487,0.323818894,1.153971325,1.15625,0.566243083,0.95945821,1.800658083,2.124524427,0.922131148,0.975393701,0
110,14,3,0.172124205,0.174402408,0.174021756,0.172742679,0.172754145,0.169858079,0.178241166,0.175807626,0.178243213,0.168710106,0.167984025,0.167521771,0.960910274,0.868564815,0.472277978,0.977573656,2.110915558,1.699727492,1.056341095,0.940996169,0.143178559,1.027283124,2.545454545,0.736426691,0.805131509,1.845335585,2.141969576,0.757081545,0.829959514,2
111,15,4,0.361990308,0.367507606,0.366890618,0.365714966,0.365763708,0.359250095,0.376896877,0.370350109,0.376929513,0.343993426,0.342765716,0.340137024,0.985952753,0.9625,0.537477412,0.88581525,2.683102277,2.01119771,1.097060382,0.985454545,0.272710994,1.001941902,3.196428571,0.352199574,0.995424309,2.826359576,2.662001479,0.762096774,0.89629006,5
112,0,5,0.445488207,0.444369054,0.443765172,0.443803236,0.443712749,0.443772532,0.45404386,0.454032286,0.454006445,0.440742146,0.439467878,0.442888966,0.964769278,1.040189125,0.535522097,1.515139088,1.426013265,1.611780103,1.050172121,0.995294118,0.596865671,1.093759643,1.540178571,0.471271722,1.260246601,1.681830708,1.489743893,0.961364948,0.983644195,1
113,6,6,0.320357462,0.319424253,0.318831906,0.315778035,0.315818887,0.315813439,0.315173157,0.315187291,0.315199137,0.312528108,0.311418328,0.314385142,0.85470679,0.588257292,0.730741238,1.090268272,0.992143334,0.599858422,0.971105782,0.917434281,0.568828924,1.138782238,0.75952381,2.436533914,0.682413222,0.71831969,1.067963523,0.908708979,0.941176471,6
114,17,7,0.312989109,0.31544444,0.314859716,0.312254013,0.312287876,0.30884302,0.314893093,0.311148915,0.314884734,0.318750946,0.31764859,0.316495118,0.812723817,0.82979798,0.444820282,1.02961621,0.448005927,2.96571412,0.903749437,0.963709262,4.511062655,0.892489581,0.569230769,0.224507127,0.903458557,0.338702145,0.390823789,1.030811218,1.014344262,3
115,1,8,0.154290913,0.153352159,0.153026572,0.150455156,0.150453659,0.150823253,0.155002276,0.155326315,0.15496583,0.15942986,0.158732553,0.160913793,0.847288059,0.624578313,0.424294066,0.833429404,1.036080965,2.555813687,0.996844712,1.010564018,1.677073998,1.437618277,0.875,0.510131635,1.056708093,0.966622508,1.252247103,1.009715021,0.979338843,4
116,5,9,0.421899571,0.417932393,0.417327192,0.412835937,0.412784855,0.415668417,0.424719001,0.431243842,0.424729971,0.435355771,0.434022621,0.443027244,0.958862556,0.986774194,0.540011287,1.618164274,1.071350854,1.63937683,1.030910554,0.9448,3.361403458,0.879726303,1.181818182,0.52500104,1.374008051,1.391017039,0.992644934,0.90022619,0.949152542,8
117,13,10,0.909587249,0.910851008,0.910593009,0.90136652,0.91856726,0.917095155,0.885594754,0.901913595,0.901774514,0.919163285,0.933238707,0.919978681,1.070686608,1.2,1.85129747,1.116911452,2.16194899,0.637978894,1.067738894,0.950502641,0.646104784,1.040312631,1.3,2.921497729,1.093651552,2.049523038,2.089700669,0.875195008,0.945594323,6
118,7,11,0.632572396,0.630935031,0.630859223,0.621978378,0.631685501,0.631693217,0.629729815,0.640556473,0.640636248,0.633373489,0.642380701,0.635307563,0.947180243,0.902173913,1.070569335,1.069301847,1.655563318,0.514589907,1.051743096,1.003998682,0.137620779,1.090110283,1.284210526,3.771321584,1.068821021,1.764926961,1.751838686,0.9724,0.988648894,7
119,4,12,0.335252594,0.33484114,0.333799043,0.333616151,0.333391347,0.332610743,0.33800114,0.337387316,0.338105954,0.339795703,0.338516626,0.340924277,0.779776898,0.598001701,0.67189708,0.374084778,1.021351511,2.058528307,0.985090647,0.959118545,3.13506174,0.793879942,0.53,0.116975,0.9940008,0.845554264,0.839576335,1.000387893,0.98185118,2
120,9,13,0.164796772,0.164010493,0.163339509,0.160434078,0.160781576,0.160957611,0.162500219,0.162383948,0.162389156,0.166929141,0.166009873,0.168092212,0.844499652,0.725038402,0.253696208,0.780367553,0.649403012,1.917418881,0.94607012,0.994401034,5.053068865,0.894915775,0.735,0.589405478,0.815777693,0.549119173,0.603904726,1.03220339,1.008867974,3
121,3,14,0.358070288,0.356647066,0.356094351,0.351078109,0.350164147,0.350186097,0.339457562,0.338401645,0.338333761,0.355798061,0.353609357,0.357886758,0.956708622,0.818448637,0.807245326,0.920292959,2.220922438,0.639290208,1.048378007,0.93006993,0.107536029,0.849169705,1.568181818,2.41339595,0.818389199,1.712582987,1.976490576,0.766224081,0.917434281,4
122,8,15,0.195817127,0.197548533,0.197181399,0.195438327,0.195429739,0.192809228,0.203020828,0.200334156,0.203025493,0.206220788,0.205452183,0.204582764,0.928346559,0.982550336,0.49895323,0.800312097,1.573775281,1.236528097,1.048176653,0.984494481,1.315727411,1.330472549,1.409090909,1.200675833,0.837334265,1.697848295,1.91340982,0.949316785,0.971432096,5
123,11,16,0.312755002,0.311632635,0.311060975,0.30779514,0.307829416,0.308018715,0.312144247,0.312157762,0.312170157,0.309314566,0.308249914,0.311168745,0.85549415,0.6975,0.530205226,0.732888066,0.885551083,2.812643548,0.997858926,0.975105467,8.184416216,1.110901335,0.653846154,0.234498003,1.152216198,0.976962339,0.928199734,1.0004329,0.981895323,1
124,16,17,0.238010602,0.236273768,0.235780623,0.234820635,0.234952348,0.235945659,0.239861032,0.23983751,0.239781213,0.23177447,0.230855487,0.235782276,0.961661502,1.192771084,0.581128138,0.961698337,1.960431789,0.989574026,1.090611721,0.951086957,0.445365233,1.118852038,2.0,1.612157349,1.28944767,2.688935088,2.109202442,0.790960967,0.930343511,8
125,12,18,0.327322415,0.32475235,0.324183804,0.323141055,0.323113058,0.324381799,0.32865203,0.330221915,0.328642249,0.318389121,0.317266699,0.321905705,0.914158956,0.708938121,0.607990059,0.729824984,1.109952364,1.220035067,1.01099861,0.947368421,3.460880008,0.912562617,0.892045455,0.809951448,0.998511453,1.12463802,1.0531474,0.935833333,0.949604743,0
126,10,1,0.302415007,0.305974338,0.305405272,0.304132215,0.304170865,0.299904212,0.313983412,0.309841369,0.314002279,0.301759149,0.300647924,0.298976038,0.907877393,1.071354167,0.741755937,0.822522468,1.365887525,1.612032368,1.107446168,1.003433476,2.15390298,0.944533064,1.236111111,0.547400661,2.501507558,3.422663412,1.354956002,0.959745763,0.964622642,7
127,2,2,0.465459571,0.465694107,0.464562808,0.463466525,0.463947026,0.463065575,0.474381483,0.470790009,0.474384411,0.458832878,0.457559736,0.456987962,0.912188327,0.597816197,0.763989429,0.815603925,1.083554934,1.280513352,1.026087706,1.001304348,1.259787528,1.093916537,1.214285714,0.705822668,1.300253518,1.326648555,1.133018324,0.980512821,1.009433962,0
128,14,3,0.17229863,0.17412441,0.173754324,0.173389436,0.173396046,0.170684681,0.175311977,0.173246549,0.175298496,0.174183646,0.173442537,0.1730366,0.876763337,0.556875,0.4002679,2.243587911,1.066045483,0.723194484,0.963632609,1.045606695,0.686774509,0.916053176,1.178571429,2.567035654,0.581673161,0.66325384,1.01502015,1.042243709,1.061229947,2
129,15,4,0.364046844,0.368106704,0.367512582,0.36421949,0.364249718,0.359175101,0.368589941,0.363684959,0.368572321,0.372141795,0.370975552,0.368513346,0.882715638,0.807692308,0.581666655,1.873843817,1.011524465,0.805927353,0.950791169,1.000865801,0.627429801,1.197066745,0.895833333,1.843105761,0.612522032,0.578495224,1.091578929,1.018719212,1.015046296,5
130,0,5,0.442778052,0.449159258,0.448472346,0.449332559,0.449405107,0.441897128,0.45877316,0.452897753,0.45876146,0.454917967,0.45366189,0.450260142,0.964464277,1.010512129,0.619319707,1.128616762,1.460259359,1.149590192,1.063873637,1.041179654,1.459156004,0.966518639,1.381818182,0.923533661,1.176983399,1.942097035,1.443414559,0.970704051,1.050691244,1
131,6,6,0.321063837,0.318475339,0.317940525,0.315401629,0.315381515,0.317189618,0.326714071,0.328487076,0.326723874,0.316946992,0.315845935,0.320021987,0.873872103,0.59948605,0.609682041,1.019623137,0.899147353,2.622533293,0.921971485,0.996578272,2.791911485,0.883385985,0.882352941,0.37424644,0.488976333,0.398848289,0.822636608,1.033665394,1.018957346,6
132,17,7,0.315059423,0.314010056,0.313453706,0.311609358,0.311536924,0.311498786,0.314116009,0.314171553,0.314117922,0.3124999,0.311307542,0.314380573,0.825011003,0.563063063,0.551326977,0.654057353,0.698963053,6.309621124,0.997765839,1.109440573,11.43064672,1.287825193,0.492439516,0.049201923,1.530575611,0.976468691,0.804766265,1.209391309,1.146094335,3
133,1,8,0.154581459,0.153981017,0.153623332,0.151824288,0.151847193,0.151706929,0.157322325,0.157349536,0.157314603,0.154890211,0.15422354,0.156021649,0.867242693,0.618444444,0.440637488,1.848071413,0.836814268,1.718940869,0.957350054,0.965432099,23.81671182,1.01464283,0.733333333,0.783490823,0.717298268,0.620273112,0.844841736,1.014705882,0.960352423,4
134,5,9,0.420550341,0.416645275,0.415798725,0.412628663,0.412871905,0.415666681,0.417077259,0.419683166,0.417106021,0.420031568,0.418797849,0.424588017,0.96844386,1.098136646,0.731962125,1.246409541,1.542911945,0.232426302,1.073304061,1.023868313,0.173760204,1.225727392,1.909090909,5.340825654,1.086098746,2.180389653,1.741834688,0.9342723,0.960300429,8
135,13,10,0.901888692,0.902652785,0.902252757,0.895485448,0.90927257,0.908601102,0.895691083,0.90922128,0.908465495,0.845454034,0.859079112,0.846424398,0.978973683,1.208333333,0.902192873,0.688199226,1.316181219,0.578661495,1.051364673,1.023660404,1.00328712,1.03715024,1.083333333,2.093793312,1.154632585,1.81559214,1.362095913,0.927371956,1.026518834,6
136,7,11,0.627758499,0.632224991,0.631583259,0.627411377,0.627519683,0.621772676,0.633111277,0.627748347,0.633150479,0.624546116,0.623312985,0.621350025,0.902839442,0.720689655,1.254469194,0.646612512,1.630953552,3.99582502,1.147664083,0.976830087,24.53385437,1.070094594,0.89010989,0.020476946,2.405149686,5.11515638,1.908969728,0.972982615,0.971274593,7
137,4,12,0.329654155,0.335284362,0.334664121,0.331816004,0.331743283,0.325031039,0.336291359,0.329635276,0.336276007,0.332369553,0.331084396,0.327991768,0.867814105,0.752916667,0.412729334,0.676145631,0.937756552,2.085915401,1.002270842,1.014797874,2.85002355,0.954426831,1.134615385,0.2266099,1.100157799,1.02560923,0.907980861,1.020220588,1.028745645,2
138,9,13,0.164873256,0.164917956,0.164475277,0.162184606,0.164174011,0.163504419,0.171090517,0.172519803,0.173646995,0.165319519,0.167303371,0.165208163,0.888505995,0.887599469,0.397857531,0.999030573,1.502368428,2.597751762,1.064031768,1.060377358,1.206313614,1.080162047,1.0625,0.386529419,1.381032167,2.034717698,1.565628271,1.004680851,1.066733068,3
139,3,14,0.358812315,0.355257713,0.354535831,0.349570168,0.349604878,0.35206263,0.351290537,0.353542043,0.351298942,0.365675678,0.364387226,0.370207819,0.862689841,0.642857143,0.467219374,0.863631595,0.879204112,0.746642713,0.983111354,0.986833899,0.681351547,1.15902879,0.8575,2.993138905,0.931810111,0.829008323,0.963287011,0.991785467,1.000892857,4
140,8,15,0.196770323,0.196017384,0.195545891,0.192881964,0.192924285,0.192939919,0.197068096,0.19711459,0.197074264,0.196968307,0.19606241,0.198464806,0.867650955,0.741134752,0.348867999,1.943319504,1.067039507,1.182697736,0.964226816,1.00204918,0.435376806,1.092092415,1.245059289,1.227341753,0.709868504,0.661536493,1.083134588,0.982264151,0.988381676,5
141,11,16,0.307960528,0.311608807,0.311143894,0.307199191,0.307016241,0.302330278,0.312923154,0.308441357,0.312929586,0.317236991,0.31605784,0.314686632,0.949806372,1.259740946,0.258484021,1.038406624,1.209742564,1.618852653,1.047904213,1.085735832,3.210574318,1.020918703,1.538194444,0.870749308,1.188315598,1.646153642,1.249410229,1.044715447,1.062256809,1
142,16,17,0.235151561,0.23827237,0.237795071,0.237456342,0.236628464,0.233070661,0.24487529,0.23971831,0.243972249,0.234822476,0.232867751,0.232228385,0.856334163,0.910296813,0.584072781,0.740700496,1.089358808,2.84189602,0.981267843,1.035174529,2.114602496,0.458316681,0.8,0.257422722,0.677174678,0.817889654,0.725635182,1.070491803,1.041666667,8
143,12,18,0.325462924,0.328066944,0.327433628,0.325483181,0.325483431,0.321815956,0.33391161,0.330744222,0.333914516,0.334731781,0.333506948,0.333291482,0.969400468,1.442622951,0.461183481,1.176899068,1.68440975,0.877423898,1.070903451,1.026433358,0.59905623,1.048055734,1.78125,1.893547224,1.16529982,2.089069377,1.739388096,0.952555148,1.003846154,0
144,10,1,0.305168651,0.304098457,0.303610805,0.301159065,0.301184801,0.301191713,0.303064169,0.301975124,0.303109166,0.303254907,0.302338753,0.306397307,0.94780415,1.033755274,0.527330342,1.656385754,0.963242279,0.889068232,0.929098343,0.955909091,0.512646061,1.108536309,1.5,1.858739688,0.517285104,0.49704741,1.003924311,0.948922334,0.953051643,7
145,2,2,0.465722028,0.461486819,0.460980199,0.46179407,0.461753605,0.464687282,0.46462477,0.461005776,0.464601599,0.464535569,0.46348605,0.468873759,0.988960913,1.004276316,0.476615711,0.92978731,0.921244568,3.314053953,1.007286042,0.995555556,7.021354715,1.051057182,1.180555556,0.25903531,1.110488953,1.070309314,0.951149297,0.976635514,0.986363636,0
146,14,3,0.172918338,0.174133208,0.173899364,0.17201094,0.171940305,0.169880992,0.172255309,0.170496339,0.17224379,0.178311567,0.177701042,0.176797039,1.019089904,1.072489451,0.439551124,1.155353752,1.446696356,1.04124188,1.014715171,0.967391304,1.338756527,1.134211471,1.375,1.328452653,0.736432382,1.141700954,1.581397844,0.952272727,0.960098328,2
147,15,4,0.365221174,0.368256967,0.367185099,0.36258718,0.363180244,0.358874602,0.367432717,0.361911848,0.367458036,0.378514823,0.377520409,0.373573011,0.968864611,1.022251309,0.614483045,0.99545395,1.100174997,0.897410519,1.042493616,0.977876106,1.856707326,1.207800226,1.0,1.549166531,1.635819766,1.448976911,1.173077469,0.981481481,0.977375566,5
148,0,5,0.445073013,0.447214877,0.446698025,0.445255792,0.445247754,0.441798401,0.451643875,0.447989984,0.451499024,0.451324504,0.450223384,0.450317578,1.079367142,0.992228739,0.567324701,0.790702845,1.712065697,0.957117141,1.099327512,1.047807018,0.447451612,0.844548219,2.0,1.110330167,1.557085495,2.433700904,1.517418546,1.016589862,1.031390135,1
149,6,6,0.318766567,0.320563977,0.320126783,0.31652467,0.316424546,0.314011111,0.312242756,0.31043893,0.312220341,0.325392199,0.324505758,0.324558366,0.81098537,0.509879618,0.578647908,0.931303223,0.502708997,1.421595543,0.906066759,0.946351931,5.933112849,1.003801191,0.5,0.703385316,0.813402484,0.388872871,0.500299626,0.999522901,0.977272727,6
